contrato_id;fecha_desembolso;tipo_contrato;tipo_credito;motivo_prestamo;canal_originacion;zona;tipo_inmueble;valor_inmueble_soles;vive_en_inmueble;loan_amount_soles;ltv;plazo_meses;tasa_tea_ofertada;descuento_negociacion_pp;tasa_tea_final;cuota_mensual_soles;ratio_cuota_ingreso;edad;genero;estado_civil;sector_laboral;antiguedad_laboral_anios;ingreso_neto_mensual;score_crediticio;numero_cuentas_activas;deuda_total_sistema_soles;ratio_deuda_ingreso;numero_dependientes;tiene_garantia_adicional;fecha_cancelacion;motivo_cancelacion;duracion_efectiva_meses;meses_transcurridos;max_dias_atraso;meses_con_atraso;par60;estado_credito;prepago;refinanciado;atraso_m001;atraso_m002;atraso_m003;atraso_m004;atraso_m005;atraso_m006;atraso_m007;atraso_m008;atraso_m009;atraso_m010;atraso_m011;atraso_m012;atraso_m013;atraso_m014;atraso_m015;atraso_m016;atraso_m017;atraso_m018;atraso_m019;atraso_m020;atraso_m021;atraso_m022;atraso_m023;atraso_m024;atraso_m025;atraso_m026;atraso_m027;atraso_m028;atraso_m029;atraso_m030;atraso_m031;atraso_m032;atraso_m033;atraso_m034;atraso_m035;atraso_m036;atraso_m037;atraso_m038;atraso_m039;atraso_m040;atraso_m041;atraso_m042;atraso_m043;atraso_m044;atraso_m045;atraso_m046;atraso_m047;atraso_m048;atraso_m049;atraso_m050;atraso_m051;atraso_m052;atraso_m053;atraso_m054;atraso_m055;atraso_m056;atraso_m057;atraso_m058;atraso_m059;atraso_m060;atraso_m061;atraso_m062;atraso_m063;atraso_m064;atraso_m065;atraso_m066;atraso_m067;atraso_m068;atraso_m069;atraso_m070;atraso_m071;atraso_m072;atraso_m073;atraso_m074;atraso_m075;atraso_m076;atraso_m077;atraso_m078;atraso_m079;atraso_m080;atraso_m081;atraso_m082;atraso_m083;atraso_m084;atraso_m085;atraso_m086;atraso_m087;atraso_m088;atraso_m089;atraso_m090;atraso_m091;atraso_m092;atraso_m093;atraso_m094;atraso_m095;atraso_m096;atraso_m097;atraso_m098;atraso_m099;atraso_m100;atraso_m101;atraso_m102;atraso_m103;atraso_m104;atraso_m105;atraso_m106;atraso_m107;atraso_m108;atraso_m109;atraso_m110;atraso_m111;atraso_m112;atraso_m113;atraso_m114;atraso_m115;atraso_m116;atraso_m117;atraso_m118;atraso_m119;atraso_m120
PGH-02791;18/10/2022;cuota fija;NOR;Adquisición de activos;Digital;Trujillo;Casa;664470;1;159000;0.2394;48;11.13;0;11.13;4119.48;1.3977;41;M;Viudo/a;Independiente informal;13.8;2947.34;642;7;11949.22;0.3379;4;0;;;20.7;20;1;2;0;Atraso leve;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02792;18/10/2022;cuota puente;NOR;Consolidación de deudas;Presencial;Lima Sur;Casa;245323;1;39000;0.16;96;14.72;0;14.72;693.57;0.3989;37;F;Casado/a;Dependiente privado;22.4;1738.88;489;2;17699.17;0.8482;3;0;;;20.7;20;5;8;0;Atraso leve;0;0;5;0;1;0;0;0;0;0;0;0;0;0;5;4;4;2;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02793;19/10/2022;cuota fija;NOR;Adquisición de activos;Digital;Callao;Departamento;488150;0;341000;0.6989;108;13.52;0;13.52;5474.39;1.0736;54;M;Casado/a;Independiente formal;15.5;5098.87;694;8;61636.61;1.0074;2;0;;;20.7;20;5;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02794;20/10/2022;cuota fija;NOR;Consolidación de deudas;Digital;Cusco;Departamento;1006327;1;536000;0.5325;36;13.07;0.25;12.82;18013.52;4.2542;42;M;Casado/a;Dependiente privado;17.7;4234.27;604;8;98770.87;1.9439;2;0;;;20.6;20;90;17;0.25;Atraso severo;0;0;0;0;30;21;11;9;0;90;89;89;78;64;60;60;60;55;45;44;35;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02795;21/10/2022;cuota fija;NOR;Construcción/Remodelación;Digital;Otras Regiones;Departamento;249609;0;149000;0.5983;108;13.51;0.25;13.26;2369.61;0.573;34;M;Soltero/a;Dependiente privado;11.9;4135.71;713;4;81871.08;1.6497;2;0;;;20.6;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02796;21/10/2022;cuota puente;RYA;Construcción/Remodelación;Digital;Callao;Local Comercial;267057;0;125000;0.4665;48;13.48;0;13.48;3383.29;0.8127;56;M;Soltero/a;Dependiente privado;14.5;4163.01;604;7;14410.65;0.2885;2;0;15/12/2023;Refinanciamiento interno;14;20;90;12;0.2;Atraso severo;0;1;10;0;0;0;0;0;0;0;0;90;78;66;62;57;57;49;44;38;36;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02797;22/10/2022;cuota puente;NOR;Construcción/Remodelación;Digital;Lima Moderna;Casa;547336;1;446000;0.8144;12;15.01;0;15.01;40257.31;12.9697;37;M;Soltero/a;Dependiente privado;4.7;3103.95;618;6;15887.96;0.4266;3;0;17/10/2023;Cumplimiento de plazo;12;12;60;8;0;Atraso moderado;0;0;0;0;0;0;60;54;50;43;41;28;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02798;23/10/2022;cuota fija;NOR;Capital de trabajo;Digital;Lima Sur;Departamento;303423;0;102000;0.3352;72;11.22;0.25;10.97;1939.91;1.0766;55;M;Viudo/a;Dependiente privado;13.3;1801.89;691;1;9900.47;0.4579;3;0;;;20.5;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02799;24/10/2022;cuota fija;RYA;Libre disponibilidad;Presencial;Lima Moderna;Departamento;249173;1;52000;0.2093;60;8.14;0;8.14;1057.86;0.0926;29;F;Conviviente;Dependiente privado;24;11423.23;729;7;238705.47;1.7414;1;0;;;20.5;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02800;25/10/2022;cuota fija;RYA;Construcción/Remodelación;Digital;Trujillo;Casa;298023;0;142000;0.4776;72;12.94;0.25;12.69;2827.34;0.7801;40;M;Divorciado/a;Dependiente privado;12;3624.45;603;6;52935.5;1.2171;2;0;;;20.5;20;30;5;0;Atraso leve;0;0;0;0;0;0;5;0;0;0;0;0;0;0;30;17;8;0;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02801;25/10/2022;cuota fija;RYA;Libre disponibilidad;Digital;Lima Norte;Terreno;179183;1;136000;0.7617;60;15.3;0;15.3;3256.89;0.7551;31;F;Soltero/a;Dependiente privado;10.7;4313.43;648;7;68209.85;1.3178;2;0;;;20.5;20;30;4;0;Atraso leve;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02802;25/10/2022;cuota puente;RYA;Capital de trabajo;Presencial;Lima Sur;Departamento;159569;0;74000;0.4664;24;11.84;0.5;11.34;3460.67;0.6291;53;F;Soltero/a;Dependiente privado;4;5500.6;698;4;125319.39;1.8986;2;0;17/04/2024;Mejora de liquidez;18;20;5;1;0;Atraso leve;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02803;25/10/2022;cuota fija;NOR;Consolidación de deudas;Presencial;Lima Norte;Casa;195589;0;135000;0.6901;84;17.01;0.5;16.51;2720.74;1.0505;34;F;Soltero/a;Independiente informal;18.6;2589.96;499;2;35383.73;1.1385;2;0;;;20.5;20;10;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02804;25/10/2022;cuota fija;RYA;Capital de trabajo;Presencial;Lima Norte;Departamento;518020;0;95000;0.1837;48;10.58;0.25;10.33;2424.53;0.452;48;F;Divorciado/a;Dependiente público;10;5363.58;659;6;12007.57;0.1866;0;0;;;20.5;20;5;2;0;Atraso leve;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02805;26/10/2022;cuota puente;NOR;Construcción/Remodelación;Digital;Lima Este;Oficina;911039;1;227000;0.2494;24;13.28;0;13.28;10821.87;2.4072;37;F;Casado/a;Independiente informal;2.4;4495.55;568;5;91709.21;1.7;2;0;;;20.4;20;60;4;0;Atraso moderado;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02806;26/10/2022;cuota fija;RYA;Capital de trabajo;Presencial;Lima Centro;Casa;662668;1;121000;0.1821;48;8.83;0;8.83;3001.33;0.9773;22;F;Casado/a;Dependiente privado;5.3;3071.07;722;5;22801.2;0.6187;0;0;;;20.4;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02807;27/10/2022;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Norte;Departamento;983837;0;385000;0.3916;60;10.77;0;10.77;8326.74;1.0609;29;F;Soltero/a;Dependiente público;20.3;7848.51;662;6;98317.81;1.0439;3;0;;;20.4;20;90;13;0.2;Atraso severo;0;0;90;86;71;66;57;56;51;43;37;24;21;13;7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02808;27/10/2022;cuota fija;NOR;Adquisición de activos;Digital;Lima Sur;Casa;646011;1;540000;0.8355;72;15.5;0;15.5;11565.44;1.9244;32;M;Conviviente;Empresario;13.5;6009.89;667;3;33647.47;0.4666;1;0;;;20.4;20;1;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02809;27/10/2022;cuota puente;NOR;Consolidación de deudas;Digital;Callao;Departamento;277705;1;80000;0.2876;24;9.73;0;9.73;3681.63;0.4105;43;M;Soltero/a;Independiente formal;5.5;8968.02;742;8;151877.5;1.4113;3;0;;;20.4;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02810;28/10/2022;cuota puente;RYA;Consolidación de deudas;Digital;Lima Norte;Casa;463549;0;119000;0.2576;48;11.21;0;11.21;3087.77;1.9172;40;M;Casado/a;Independiente informal;21;1610.53;641;1;9881.74;0.5113;2;0;;;20.4;20;5;1;0;Atraso leve;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02811;29/10/2022;cuota puente;RYA;Consolidación de deudas;Digital;Lima Este;Casa;427658;0;361000;0.8436;96;14.6;0.5;14.1;6291.67;0.6789;36;M;Casado/a;Dependiente público;15.4;9267.8;717;3;189881.46;1.7074;0;0;;;20.3;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02812;30/10/2022;cuota fija;RYA;Capital de trabajo;Digital;Otras Regiones;Departamento;568557;0;207000;0.3637;60;9.47;0;9.47;4344.35;1.3712;40;F;Casado/a;Independiente formal;21.1;3168.24;781;1;70362.09;1.8507;0;0;;;20.3;20;5;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02813;30/10/2022;cuota fija;NOR;Consolidación de deudas;Digital;Lima Moderna;Departamento;306172;0;57000;0.1855;120;11.85;0.5;11.35;796.51;0.2218;52;F;Casado/a;Dependiente privado;20.8;3591.69;607;2;5991.56;0.139;2;0;;;20.3;20;60;9;0;Atraso moderado;0;0;0;0;0;0;0;0;0;0;60;53;43;41;26;26;12;11;11;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02814;30/10/2022;cuota puente;RYA;Construcción/Remodelación;Digital;Lima Centro;Oficina;284698;1;128000;0.4495;84;9.97;0;9.97;2122.97;0.2416;38;M;Divorciado/a;Empresario;19.5;8788.12;739;2;56741.37;0.538;2;1;;;20.3;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02815;30/10/2022;cuota fija;RYA;Capital de trabajo;Digital;Lima Norte;Departamento;292147;1;237000;0.8116;48;17.27;0.25;17.02;6841.1;1.3259;44;M;Casado/a;Independiente formal;6.2;5159.48;587;7;118679.09;1.9168;2;0;;;20.3;20;30;13;0;Atraso leve;0;0;0;10;0;0;0;0;5;0;0;30;30;25;24;21;16;14;14;2;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02816;30/10/2022;cuota fija;RYA;Consolidación de deudas;Digital;Lima Sur;Casa;548130;1;316000;0.5773;72;10.74;0;10.74;5972.77;1.3314;60;F;Soltero/a;Dependiente público;3.5;4486.03;766;7;75391.36;1.4005;3;0;;;20.3;20;60;8;0;Atraso moderado;0;0;0;0;0;0;0;0;0;60;58;43;32;24;22;12;2;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02817;31/10/2022;cuota fija;RYA;Consolidación de deudas;Digital;Callao;Casa;273356;1;208000;0.7611;60;12.6;0;12.6;4690.16;0.4218;22;F;Conviviente;Independiente formal;0.9;11118.87;705;1;2112.74;0.0158;1;0;;;20.3;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02818;1/11/2022;cuota fija;NOR;Consolidación de deudas;Digital;Lima Norte;Casa;914525;1;459000;0.5024;36;12.66;0.5;12.16;15280.47;2.4473;37;M;Soltero/a;Dependiente privado;20.7;6243.78;647;8;118544.72;1.5822;0;0;;;20.2;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02819;1/11/2022;cuota fija;NOR;Capital de trabajo;Digital;Lima Este;Departamento;428795;1;361000;0.8427;60;15.43;0;15.43;8669.86;3.9787;22;F;Soltero/a;Independiente formal;22;2179.05;661;4;46310.01;1.771;4;0;;;20.2;20;10;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02820;1/11/2022;cuota puente;RYA;Consolidación de deudas;Digital;Piura;Casa;742464;1;563000;0.7577;36;12.13;0.5;11.63;18600.32;8.5543;48;F;Conviviente;Empresario;14.9;2174.39;756;4;44130.8;1.6913;1;0;;;20.2;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02821;2/11/2022;cuota puente;RYA;Capital de trabajo;Presencial;Lima Moderna;Casa;623456;0;361000;0.5784;60;11.39;0.25;11.14;7874.24;1.6918;41;F;Viudo/a;Independiente formal;8;4654.27;675;7;90978.59;1.6289;4;1;;;20.2;20;5;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02822;2/11/2022;cuota mixta;NOR;Libre disponibilidad;Digital;Arequipa;Departamento;243467;1;53000;0.2173;48;12.07;0.25;11.82;1391.01;0.5587;36;F;Soltero/a;Dependiente público;24;2489.67;609;1;41029.71;1.3733;2;0;;;20.2;20;5;4;0;Atraso leve;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02823;4/11/2022;cuota fija;RYA;Construcción/Remodelación;Digital;Otras Regiones;Departamento;164691;1;140000;0.8486;108;15.66;0;15.66;2424.77;1.6031;63;M;Soltero/a;Independiente formal;8.1;1512.52;680;1;29393.23;1.6194;3;1;;;20.1;20;1;1;0;Atraso leve;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02824;4/11/2022;cuota puente;NOR;Libre disponibilidad;Digital;Lima Centro;Departamento;107698;1;91000;0.8465;72;17.02;0;17.02;2025.41;0.9909;55;F;Soltero/a;Dependiente público;17.2;2044.08;599;5;6254.23;0.255;1;1;;;20.1;20;30;6;0;Atraso leve;0;0;0;0;1;0;5;1;0;0;0;30;17;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02825;5/11/2022;cuota fija;NOR;Consolidación de deudas;Digital;Lima Centro;Terreno;273615;0;121000;0.4437;48;10.81;0.25;10.56;3101.52;0.6642;41;F;Casado/a;Dependiente privado;15.9;4669.47;776;1;46644.9;0.8324;1;0;;;20.1;20;5;3;0;Atraso leve;0;0;0;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02826;6/11/2022;cuota fija;NOR;Libre disponibilidad;Digital;Lima Moderna;Casa;1030400;1;292000;0.2835;36;9.41;0.25;9.16;9307.28;2.0402;45;M;Casado/a;Dependiente público;14.9;4561.98;652;6;38337.76;0.7003;1;0;30/06/2024;Refinanciamiento interno;20.1;20;1;1;0;Atraso leve;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02827;8/11/2022;cuota mixta;RYA;Construcción/Remodelación;Digital;Cusco;Departamento;299912;0;251000;0.8372;72;14.01;0.75;13.26;5073.11;1.1137;49;M;Casado/a;Dependiente público;2;4555.27;792;3;66183.72;1.2108;4;0;;;20;20;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02828;10/11/2022;cuota mixta;NOR;Construcción/Remodelación;Digital;Lima Norte;Departamento;706961;1;586000;0.8282;120;15.53;0.5;15.03;9465;2.5727;46;M;Viudo/a;Dependiente privado;2.1;3679.02;671;7;11305.01;0.2561;1;0;;;19.9;19;30;8;0;Atraso leve;0;0;0;1;0;30;23;22;20;16;2;5;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02829;11/11/2022;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Centro;Departamento;504734;0;176000;0.3491;72;9.69;0.75;8.94;3167.26;0.5746;44;M;Casado/a;Dependiente público;5.8;5511.77;744;4;54858.82;0.8294;0;0;;;19.9;19;5;2;0;Atraso leve;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02830;13/11/2022;cuota fija;NOR;Libre disponibilidad;Digital;Callao;Oficina;334403;1;213000;0.6373;60;12.18;0;12.18;4757.46;0.8003;54;M;Soltero/a;Independiente formal;7.4;5944.79;717;6;61786.38;0.8661;4;0;;;19.8;19;10;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02831;13/11/2022;cuota puente;NOR;Adquisición de activos;Digital;Lima Norte;Casa;336136;1;231000;0.6865;36;13.53;0.25;13.28;7814.49;1.5584;44;F;Casado/a;Independiente informal;21.2;5014.31;619;5;25269.39;0.42;2;1;30/06/2024;Mejora de liquidez;19.8;19;0;0;0;Al día;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02832;14/11/2022;cuota fija;NOR;Capital de trabajo;Digital;Piura;Casa;272147;0;229000;0.8403;60;17.39;0.5;16.89;5677.7;4.4195;43;M;Conviviente;Dependiente público;15.2;1284.7;618;1;27023.35;1.7529;1;0;;;19.8;19;10;3;0;Atraso leve;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02833;15/11/2022;cuota puente;NOR;Libre disponibilidad;Digital;Lima Norte;Casa;252739;1;107000;0.4232;60;11.1;0;11.1;2331.78;0.9407;47;F;Casado/a;Dependiente público;22.7;2478.78;677;3;1995.07;0.0671;1;1;;;19.8;19;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
